Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (AIF External Dependency),Custom field (AIF Innovation Potential),Custom field (AIF Sufficiency),Custom field (AIF Value),Custom field (Acceptance Criteria),Custom field (Access to AIAPPS Platform with ability to*),Custom field (Affected services),Custom field (Audience Segment ID),Custom field (Audience Type),Custom field (BCA Started),Custom field (Baseline end date),Custom field (Baseline start date),Custom field (Benefit hypothesis),Custom field (Business Value [MM$]),Custom field (CSE FTE Engaged),Custom field (Categories | Regions),Custom field (Category),Custom field (Chance of success),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Committed),Custom field (Compass),Custom field (Concerned Jira or Confluence URLs),Custom field (Concerned users - P&G shortnames only),Custom field (DS ELT Contact),Custom field (Dependency Status),Custom field (Dependency Type),Custom field (Development),Custom field (Domain),Custom field (End date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Facebook Ad Account),Custom field (Have you read the documentation?),Custom field (Impact),Custom field (Issue color),Custom field (Key Sponsor),Custom field (Lead DS),Custom field (Locked forms),Custom field (Model Risk Officer),Custom field (NSR Jira Ticket),Custom field (Needed by),Custom field (Open forms),Custom field (Persons requiring access or project admins (P&G emails are required!)),"Custom field (Provide request details, e.g. application name:)",Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Requesting team),Custom field (Requestor),Custom field (Risk),Satisfaction rating,Custom field (Stage),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Success Metris),Custom field (Target end),Custom field (Target start),Custom field (Task progress),Custom field (Team),Custom field (Tier),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Type of Product),Custom field (Value),Custom field (What is your issue about?),Custom field ([CHART] Date of First Response),Custom field (itAccess group to map),Comment,Comment.1,Status Category,Watchers.1,Watchers Id.1,Outward issue link (Cloners),Custom field (Epic Link),Epic Link Summary,Sprint,Sprint.1,Comment.2,Parent,Parent summary,Inward issue link (Cloners),Attachment.1,Attachment.2,Attachment.3,Attachment.4,Custom field (Reviewers),Custom field (Reviewers)Id,Inward issue link (Relates),Inward issue link (Relates).1,"Custom field (Support required for Jira, Confluence or both?)",Comment.3,Comment.4,Comment.5,Labels,Inward issue link (Blocks),Inward issue link (Cloners).1,Inward issue link (Cloners).2,Inward issue link (Gantt End to Start),Inward issue link (Gantt End to Start).1,Outward issue link (Gantt End to Start),Outward issue link (Gantt End to Start).1,Outward issue link (Relates),Outward issue link (Relates).1,Outward issue link (Relates).2,Sprint.2,Sprint.3,Sprint.4,Comment.6,Comment.7,Comment.8,Comment.9,Comment.10,Comment.11,Comment.12,Fix versions,Labels.1,Attachment.5,Attachment.6,Attachment.7,Attachment.8,Custom field (AIF Internal Dependency),Inward issue link (Problem/Incident),Outward issue link (Relates).3,Outward issue link (Relates).4,Outward issue link (Relates).5
Investigate default firewall IP whitelist in terraform,ITS-68,125741,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,18/Apr/23 6:45 AM,25/Apr/23 1:28 AM,05/Jul/23 8:18 AM,,,0,"We observed, that users in VDI experience issue accessing Azure resources, e.g. Key-Vaults.

When running the command

{noformat}PS >az keyvault secret list --vault-name mlwforecaster04fbwjkv
Client address is not authorized and caller is not a trusted service.
Client address: 155.120.16.92 from unknown subnet{noformat}

The {{155.120.16.92}} i Procter & Gamble reported IP, but it is not included in the default firewall IP whitelist.",,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,Solved issue for the connectivity.,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0eakf:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,"18/Apr/23 6:49 AM;61029d08627b560068c8a078;From the running command:

{noformat}PS C:\Users\dubowik.jd> az keyvault secret list --vault-name mlwforecaster04fbwjkv
Client address is not authorized and caller is not a trusted service.
Client address: 155.120.16.92 from unknown subnet
Caller: appid=04b07795-8ddb-461a-bbee-02f9e1bf7b46;oid=c3dc706a-c15f-4b76-bfa4-ef18128166f8;iss=https://sts.windows.net/3596192b-fdf5-4e2c-a6fa-acb706c963d8/
Vault: mlwforecaster04fbwjkv;location=eastus2{noformat}

IP reported by [checkip.amazonaws.com|http://checkip.amazonaws.com]

{noformat}PS >curl.exe http://checkip.amazonaws.com
143.38.130.5{noformat}","24/Apr/23 1:08 PM;61029d08627b560068c8a078;Aktualnie pracujemy na tym RG i też jest ten sam problem z KV z VDI:

[https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWFFACTORYDEV01/providers/Microsoft.KeyVault/vaults/mlwffactorydev012jem9nkv/overview|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/27c0a03b-f477-4c6d-b9a9-608e91d2e83b/resourceGroups/AZ-RG-AIP-MLWFFACTORYDEV01/providers/Microsoft.KeyVault/vaults/mlwffactorydev012jem9nkv/overview]",In Progress,,,,ITS-9,AzMLOps other tasks,,,"25/Apr/23 1:28 AM;61029d08627b560068c8a078;Sent reminder email to Austin Choi and Elvira Blinoff, asking if 155.120.0/16 CIDR range should be added to the whitelist on Azure resources.",116906.0,AzMLOps other tasks,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create wiki for release control in AI Provisioner,ITS-58,125720,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Lowest,,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,18/Apr/23 4:57 AM,09/Jun/23 5:23 AM,05/Jul/23 8:18 AM,,,0,,,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0eag7:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,In Progress,,,,ITS-12,Internal documentation,,,,116919.0,Internal documentation,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create WIki About k8s in AI Factory Platform,ITS-57,125719,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Lowest,,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,18/Apr/23 4:57 AM,09/Jun/23 5:23 AM,05/Jul/23 8:18 AM,,,0,,,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0eafz:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,In Progress,,,,ITS-12,Internal documentation,,,,116919.0,Internal documentation,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automate workload identity deployment for Rhea,ITS-33,116999,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,22/Mar/23 8:23 AM,22/May/23 10:56 AM,05/Jul/23 8:18 AM,,,0,"[https://learn.microsoft.com/en-us/azure/aks/csi-secrets-store-identity-access#use-azure-ad-workload-identity-preview|https://learn.microsoft.com/en-us/azure/aks/csi-secrets-store-identity-access#use-azure-ad-workload-identity-preview]

Set up secure SCP using workload identity for getting sensitive secret from KeyVault into AKS cluster.

Can be used e.g. to get GH App certificates and secrets for Action Runners and monitoring.",,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0cw12:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,24/Apr/23 12:45 PM;61029d08627b560068c8a078;Need to review [https://jira-pg-ds.atlassian.net/browse/DPOA-1753|https://jira-pg-ds.atlassian.net/browse/DPOA-1753|smart-link] story.,,In Progress,,,,ITS-3,Central Kubernetes compute for training and inference,,,,116882.0,Central Kubernetes compute for training and inference,,,,,,,,DPOA-1753,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deploy and configure prod cluster,ITS-32,116998,Story,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,22/Mar/23 8:23 AM,22/May/23 10:56 AM,05/Jul/23 8:18 AM,,,0,,,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0cw0y:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,29/Mar/23 6:32 AM;61029d08627b560068c8a078;Created {{AZ-RG-AIF-AKS-MT-EastUS2-Prod}} resource group in {{PG-NA-External-Prod-08}} subscription for cluster deployment.,"29/Mar/23 9:53 AM;61029d08627b560068c8a078;Prod cluster deployed: [aks-aif-mt-prod-5f94 - Microsoft Azure|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/4a4e68bf-6a30-454d-ab2d-3bc514a605d7/resourceGroups/AZ-RG-AIF-AKS-MT-EastUS2-Prod/providers/Microsoft.ContainerService/managedClusters/aks-aif-mt-prod-5f94/overview].

App of Apps GitHub repository: [procter-gamble/aks-aif-mt-prod-cluster-aoa: Repository created from the template repository sample-cicd using Terraform (github.com)|https://github.com/procter-gamble/aks-aif-mt-prod-cluster-aoa]",In Progress,,,,ITS-3,Central Kubernetes compute for training and inference,,,29/Mar/23 10:21 AM;61029d08627b560068c8a078;Created cluster admin repository: [procter-gamble/aks-aif-mt-prod-cluster-admin: Admin repository for aks-aif-mt-prod-5f94 AKS cluster (github.com)|https://github.com/procter-gamble/aks-aif-mt-prod-cluster-admin],116882.0,Central Kubernetes compute for training and inference,,,,,,,,,,,25/Apr/23 2:29 AM;61029d08627b560068c8a078;Updated cluster to {{1.24.10}} Kubernetes version.,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Workspaces deployments to other regions,ITS-5,116888,Epic,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Low,,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,21/Mar/23 11:30 AM,05/May/23 12:20 AM,05/Jul/23 8:18 AM,,,0,,,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,Innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,ghx-label-7,Azure Workspaces deployments to other regions.,To Do,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0cvtp:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,In Progress,,,,,,,,,,,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,PI.AMJ.23-Uncommitted,PI.AMJ.23.OB5,,,,,,,,,
AKS GHAR cluster updates for AMJ.23,ITS-4,116886,Epic,In Progress,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,Szymon Osiecki,61029d08627b560068c8a078,21/Mar/23 11:29 AM,03/Jul/23 5:54 AM,05/Jul/23 8:18 AM,,,0,,,Szymon Osiecki,61029d08627b560068c8a078,,,,,,,,,,,,,Maintenance/Operations,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,ghx-label-10,AKS GHAR cluster - upgrade to v2,To Do,,"No, I have not read the documentation",,blue,,,,,,,,,,1|i0cvg3:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,In Progress,,,,,,,,,,,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,PI.AMJ.23-Uncommitted,PI.AMJ.23.OB5,,,,,,,,,
RITM4837749 Add Active Directory Groups to AIF Instances,ITS-223,136181,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,05/Jul/23 5:57 AM,05/Jul/23 6:43 AM,05/Jul/23 8:18 AM,05/Jul/23 6:43 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D33adc47087b36990352b32ec0ebb351e%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D2%26sysparm_record_rows%3D3%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D33adc47087b36990352b32ec0ebb351e%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D2%26sysparm_record_rows%3D3%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|smart-link] 

To create endpoint from
Workspace: AMA Programmatic
Project: Programmatic UI

To non AIF environment -
Subscription:PG-NA-External-Prod-05
RG:AZ-RG-CoreDataHub-AM-LaunchPad-03
Name:databricks-cdh-launchpad-am-03",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fxu3:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INC11297583 After error and fix of AAD validation - another submission returned next error,ITS-222,135976,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,03/Jul/23 11:11 AM,05/Jul/23 6:43 AM,05/Jul/23 8:18 AM,05/Jul/23 6:43 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fincident.do%3Fsys_id%3D7474a32d1bbf61d408c20ed8cc4bcb43%26sysparm_record_target%3Dincident%26sysparm_record_row%3D3%26sysparm_record_rows%3D3%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255Eactive%253Dtrue%255EORDERBYnumber|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fincident.do%3Fsys_id%3D7474a32d1bbf61d408c20ed8cc4bcb43%26sysparm_record_target%3Dincident%26sysparm_record_row%3D3%26sysparm_record_rows%3D3%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255Eactive%253Dtrue%255EORDERBYnumber|smart-link] 

potentially RG that was deployed by DEV was there?",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fwpf:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-46,SNow Incidents - Azure,,,,124974.0,SNow Incidents - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INC11297486 Azure Workspace creation failure,ITS-221,135879,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,03/Jul/23 6:20 AM,05/Jul/23 6:43 AM,05/Jul/23 8:18 AM,05/Jul/23 6:43 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fincident.do%3Fsys_id%3D518fd7ed2f3f619422e39bacf699b63a%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D2%26sysparm_record_rows%3D3%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYnumber|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fincident.do%3Fsys_id%3D518fd7ed2f3f619422e39bacf699b63a%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D2%26sysparm_record_rows%3D3%26sysparm_record_list%3Dassignment_group.nameSTARTSWITHP%2526G_ITS_MLOPS_AZ%255eactive%253dtrue%255eORDERBYnumber|smart-link] 



Azure Workspace mlwChatPGProd creation failed, which was requested for [kawala.r@pg.com|mailto:kawala.r@pg.com]",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fw7v:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-46,SNow Incidents - Azure,,,,124974.0,SNow Incidents - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4821627 Add Active Directory Groups to AIF Instances,ITS-214,135572,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,28/Jun/23 11:31 AM,03/Jul/23 11:14 AM,05/Jul/23 8:18 AM,03/Jul/23 11:14 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D04f6a6f31b2b6154251e0ed8cc4bcbdd%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D2%26sysparm_record_rows%3D3%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255estate%253d-5%255eORstate%253d30%255eORstate%253d1%255eORstate%253d104%255eORstate%253d%255eORstate%253d2%255eORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D04f6a6f31b2b6154251e0ed8cc4bcbdd%26sysparm_view%3D%26sysparm_domain%3Dnull%26sysparm_domain_scope%3Dnull%26sysparm_record_row%3D2%26sysparm_record_rows%3D3%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255estate%253d-5%255eORstate%253d30%255eORstate%253d1%255eORstate%253d104%255eORstate%253d%255eORstate%253d2%255eORDERBYDESCapproval_set|smart-link] 

Please add the following:

Add role: PG ResourceGroup User
Active Directory: LAEG-AIF-BROSBOrch-Users-NonProd
RG: AZ-RG-AIP-MLWBROSBORCHDEV

Add role: PG ResourceGroup User
Active Directory: LAEG-AIF-BROSBOrch-Users-Prod
RG: AZ-RG-AIP-MLWBROSBORCHPROD",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fuj7:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Script to update,ITS-213,135479,Story,To Do,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,27/Jun/23 1:21 PM,27/Jun/23 1:27 PM,05/Jul/23 8:18 AM,,,0,script to update - you need to make an exception to bypass the maximum character limits and go further,,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,Innovation,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,,,,,,,,,,,1|i0cvv1:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,To Do,,,,,,,,,,,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4818558 Enable whitelist to DDAPI interfaces.,ITS-212,135474,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,27/Jun/23 11:10 AM,28/Jun/23 6:00 AM,05/Jul/23 8:18 AM,28/Jun/23 6:00 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3Dbbd997631b6fa914251e0ed8cc4bcbf4%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D2%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3Dbbd997631b6fa914251e0ed8cc4bcbf4%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D2%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|smart-link] 

Need to whitelist to:
RG: [https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/4a4e68bf-6a30-454d-ab2d-3bc514a605d7/resourceGroups/AZ-RG-AIP-MLWBROSBORCHPROD/providers/Microsoft.Storage/storageAccounts/mlwbrosborchprod1cks5tex/overview|https://portal.azure.com/#@pgone.onmicrosoft.com/resource/subscriptions/4a4e68bf-6a30-454d-ab2d-3bc514a605d7/resourceGroups/AZ-RG-AIP-MLWBROSBORCHPROD/providers/Microsoft.Storage/storageAccounts/mlwbrosborchprod1cks5tex/overview]

The following vNets:
vnet-sa-func-filemover-md-prem-p101 with subnet default RG: AZ-RG-CoreDataPlatform-MasterData04-01
vnet-sa-func-filemover-ship-prem-p101 with subnet default RG: AZ-RG-CoreDataPlatform-DirectShipment04-01
vnet-sa-func-filemover-genpurp-prem-p101 with subnet default RG: AZ-RG-CoreDataPlatform-DataDeliveryGP-01
vnet-sa-func-filemover-md-prem-p101 with subnet data-mover RG: AZ-RG-CoreDataPlatform-MasterData04-01
vnet-sa-func-filemover-ship-prem-p101 with subnet data-mover RG: AZ-RG-CoreDataPlatform-DirectShipment04-01
vnet-sa-func-filemover-genpurp-prem-p101 with subnet data-mover RG: AZ-RG-CoreDataPlatform-DataDeliveryGP-01",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fu0j:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITM4819456 Change of CC,ITS-211,135473,Story,Done,ITS,AI Factory ITS,software,Natalia Klimpel,62557e9c410206006e966da3,,,Medium,Done,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,maciej znalezniak,63c927cee28ec74364cc8f59,27/Jun/23 11:09 AM,28/Jun/23 6:00 AM,05/Jul/23 8:18 AM,28/Jun/23 6:00 AM,,0,"[https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D2ae93c7f872bed10352b32ec0ebb3508%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D1%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|https://pgglobalenterprise.service-now.com/nav_to.do?uri=%2Fsc_req_item.do%3Fsys_id%3D2ae93c7f872bed10352b32ec0ebb3508%26sysparm_record_target%3Dsc_req_item%26sysparm_record_row%3D1%26sysparm_record_rows%3D2%26sysparm_record_list%3Dassigned_toDYNAMIC90d1921e5f510100a9ad2572f2b477fe%255Estate%253D-5%255EORstate%253D30%255EORstate%253D1%255EORstate%253D104%255EORstate%253D%255EORstate%253D2%255EORDERBYDESCapproval_set|smart-link] 

Please update the WBS for these RG to CC 1082800175?

AZ-RG-AIP-MLWAMAJARVISDEV and AZ-RG-AIP-MLWAMAJARVISPROD",,maciej znalezniak,63c927cee28ec74364cc8f59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,"No, I have not read the documentation",,purple,,,,,,,,,,1|i0fu0b:,,,,,,,,,,,,,,,,,,,,,,,,Something else,,,,,Done,,,,ITS-47,SNow RITMs - Azure,,,,124975.0,SNow RITMs - Azure,,,,,,,,,,,,,,AzureCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
